method,RCP,scenario,year,N_in_E_prd,N_stock_E_opr,N_out_E_eol,AEF,CEF
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2029,0.03458737465247457,0.01587164850868709,-5.491187186753191e-06,2.526303890456125e-09,3.708630511877185e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2030,0.03429790194234557,0.01704900823710372,-1.70853733537083e-05,2.0606661401871755e-09,3.160381163926141e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2031,0.03433896455619638,0.02039402037541565,-4.107069505917242e-05,1.8368368094885063e-09,2.783802969614417e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2032,0.03438007814854726,0.02366374442574295,-8.434547260192247e-05,1.6788209891976806e-09,2.5096960920218344e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2033,0.03442124271939821,0.026820292693808416,-0.00015472723772689024,1.5622847439396775e-09,2.3018998523691574e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2034,0.034462458268749226,0.02982019982210831,-0.00026028405170615266,1.473703600818436e-09,2.1396234262858253e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2035,0.03450372479660031,0.0326172932504578,-0.00040822858343405314,1.4049553582323414e-09,2.010036611003219e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2036,0.026647192726985236,0.03415425627047,-0.0006052515069498276,1.2039239498101082e-09,1.883766288480949e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2037,0.012182516312622942,0.03396289358863,-0.0008522509947796821,9.058631781294653e-10,1.7513312877395515e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2038,0.015471115955414774,0.03377153090679,-0.001145602791593607,9.619408814122234e-10,1.6571771575671553e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2039,0.01888576269355117,0.03358016822495,-0.0014750600484928753,1.0198174174001657e-09,1.5892574891596465e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2040,0.02221312941246726,0.03338880554311,-0.0018242953117402142,1.075552792876741e-09,1.5397868081689232e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2041,0.025300477133658707,0.033714740450474,-0.0021758212029662446,1.1367879276233294e-09,1.5043864162774947e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2042,0.027899575661709433,0.034040675357838,-0.002506099519143095,1.1886830300080869e-09,1.4788936194184542e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2043,0.029867355929000382,0.034366610265202,-0.0027958067782653346,1.2287631883187409e-09,1.4602048867080747e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2044,0.031135448198043807,0.034692545172566,-0.00303089194418189,1.2559420285285582e-09,1.4460042102939782e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2045,0.03171673431021246,0.03501848007993,-0.0032046746626352494,1.2706107945501444e-09,1.4346031993803056e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2046,0.031633794679033114,0.035162641630448,-0.0033120797670880345,1.2696871308478618e-09,1.4245375355871036e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2047,0.03109537598168738,0.035306803180966,-0.0033684798458920293,1.2606739863352267e-09,1.4151114350861634e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2048,0.030277228698904257,0.035450964731484,-0.003388659522736186,1.2467906781530415e-09,1.405955617796965e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2049,0.02936223995174201,0.035595126282002,-0.0033908193092793025,1.2313309384892942e-09,1.3969469265658447e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Moderate,2050,0.028519401795956956,0.03573928783252,-0.0033941400799472354,1.2172909909705946e-09,1.3881333604538307e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2026,0.035455728794991793,0.0056278323316432,-0.0,8.216712225326999e-09,8.216712225326999e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2027,0.03523889204335773,0.010152360352556254,-9.048721500850464e-08,4.539337242975619e-09,5.7651686999690525e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2028,0.03502203929475622,0.013569643050452048,-1.2783509960439583e-06,3.24065514998215e-09,4.503143668579111e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2029,0.034805170549187255,0.01587164850868709,-6.32938377050446e-06,2.53716737335724e-09,3.7173290947314304e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2030,0.034588285806650854,0.01704900823710372,-2.0134882458723835e-05,2.0722013476208742e-09,3.1700234428958983e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2031,0.03470200810970307,0.02039402037541565,-4.9326932851097226e-05,1.8487523990256697e-09,2.794092056668629e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2032,0.03481580688050539,0.02366374442574295,-0.00010285965512425892,1.6909057866737272e-09,2.520430631206047e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2033,0.03492968211905782,0.026820292693808416,-0.00019107734274345065,1.5743583474692548e-09,2.3129280892552005e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2034,0.03504363382536035,0.02982019982210831,-0.0003248350928029338,1.485595559219088e-09,2.1508209004030914e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2035,0.03515766199941297,0.0326172932504578,-0.0005140500622879097,1.4164985440217347e-09,2.0212950645975376e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2036,0.027205512075538407,0.03415425627047,-0.0007678502476130089,1.2118383619679081e-09,1.8945009279596426e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2037,0.012461883704238839,0.03396289358863,-0.0010882254782307707,9.067310362927614e-10,1.7607296934165647e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2038,0.015856217057460053,0.03377153090679,-0.0014711191481111671,9.631325763227778e-10,1.665596712085605e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2039,0.019392504260385288,0.03358016822495,-0.001903700354501868,1.0213794426166684e-09,1.596946277225604e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2040,0.022851825160531556,0.03338880554311,-0.0023649358697095746,1.0775138966786398e-09,1.5469240099965357e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2041,0.026073993114099234,0.033714740450474,-0.002831536694614656,1.1391439373991715e-09,1.5111036266845066e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2042,0.028802570589415953,0.034040675357838,-0.0032726874208211937,1.1914111705286554e-09,1.4852887156110027e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2043,0.03088678447299063,0.034366610265202,-0.003662494970085402,1.2318179953621445e-09,1.4663504100245472e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2044,0.032252328559269954,0.034692545172566,-0.003981805702482065,1.259261360587078e-09,1.4519532523318854e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2045,0.032908835825526346,0.03501848007993,-0.004221098995093068,1.2741243382072654e-09,1.440393927929067e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2046,0.032878703301098704,0.035162641630448,-0.004374188268617125,1.2733431332585915e-09,1.4301979709765195e-09
"EF v3.1, ozone depletion, ozone depletion potential (ODP)",RCP45,Aggressive,2047,0.032373487342977895,0.035306803180966,-0.004459592228292767,1.2644139659130225e-09,1.4206613980149826e-09
