method,RCP,scenario,year,N_in_E_prd,N_stock_E_opr,N_out_E_eol,AEF,CEF
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2033,0.16121908657385667,0.06476057158081484,-9.775378859120922e-05,5.776891339770792e-09,9.018808839568065e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2034,0.1609555839477432,0.07100031204247619,-0.00015655605278782695,5.335689703168925e-09,8.297140021126935e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2035,0.16069197376828312,0.0765635927020684,-0.00023486771131278557,4.991599113316334e-09,7.714081443170114e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2036,0.1234535068429774,0.080335381611434,-0.00033359217615789606,4.06910592556507e-09,7.143128701263595e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2037,0.05614664192491242,0.080050217539538,-0.0004516728937180154,2.7149037314146485e-09,6.5434251406989555e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2038,0.07093395643476604,0.079765053467642,-0.0005856819707975552,3.0022665586322095e-09,6.121055292491353e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2039,0.08614372725773808,0.079479889395746,-0.000729494387621555,3.2978824453172505e-09,5.820206413039211e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2040,0.10080131238226217,0.07919472532385001,-0.0008748924986501533,3.58242290414924e-09,5.604703858953876e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2041,0.11399512622810383,0.079203086294702,-0.0010133077308319487,3.843698095839478e-09,5.450012873080874e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2042,0.12481921932640334,0.079211447265554,-0.0011356931826783405,4.05789946818558e-09,5.337600825002752e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2043,0.13268801888229756,0.079219808236406,-0.0012351073680725384,4.21345439501262e-09,5.253609156875663e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2044,0.13736165831775218,0.07922816920725799,-0.0013074083032352704,4.305648384435498e-09,5.1877054272272275e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2045,0.13896274230473377,0.07923653017811,-0.0013517789986596464,4.3369498696836825e-09,5.132404187124875e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2046,0.13800543416140523,0.07959813210040399,-0.0013702807706392104,4.3246657098234e-09,5.083103812590722e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2047,0.13507891279191797,0.07995973402269799,-0.0013684451016640555,4.273404034259038e-09,5.036526574876849e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2048,0.13096837731863625,0.080321335944992,-0.0013531944165919617,4.198730376940726e-09,4.99095460233079e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2049,0.12647645823657275,0.080682937867286,-0.0013322678003790621,4.1165425660695934e-09,4.945844666698078e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2050,0.12233270800286478,0.08104453978958,-0.0013132668050128697,4.041279619748638e-09,4.9014684883241694e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2026,0.1647669488235692,0.0094872360965468,-0.0,3.48508369840232e-08,3.48508369840232e-08
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2027,0.16407748451998577,0.018534914449068476,-9.355476876010209e-08,1.8262119851878975e-08,2.3791871750812533e-08
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2028,0.16338774878919302,0.027134896222419096,-1.1124334533949336e-06,1.2706512705789493e-08,1.8250209834663757e-08
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2029,0.16269774163119083,0.035266305241455714,-4.8093716585309825e-06,9.912193899694473e-09,1.4917446131155512e-08
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2030,0.16200746304597916,0.042893506977780105,-1.3692744516983714e-05,8.225320784541967e-09,1.2691091350241788e-08
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2031,0.1617437771166877,0.050619684830911185,-3.099950086368834e-05,7.131220187038776e-09,1.1109182715125116e-08
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2032,0.1614799298573763,0.05793650083302941,-6.0415244245598624e-05,6.35374060037987e-09,9.92952602139923e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2033,0.16121592126804501,0.06476057158081484,-0.00010581929143062033,5.776604113747011e-09,9.018663429634582e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2034,0.1609517513486938,0.07100031204247619,-0.00017081321873028727,5.335273302618234e-09,8.296941513405603e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2035,0.1606874200993227,0.0765635927020684,-0.000258132306419532,4.99101326734179e-09,7.713814613531913e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2036,0.12344954609991536,0.080335381611434,-0.00036925729066529625,4.068313408413681e-09,7.142779527388624e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2037,0.05614462360954342,0.080050217539538,-0.0005033140148422117,2.713830542684784e-09,6.542977915282038e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2038,0.0709311239764667,0.079765053467642,-0.0006567553564159547,3.0007884417538545e-09,6.1204851080315154e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2039,0.08613993400336863,0.079479889395746,-0.0008228692893454818,3.2959390821953834e-09,5.81948989702827e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2040,0.10079644806164635,0.07919472532385001,-0.0009923952749455488,3.5799755622110165e-09,5.60382066131063e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2041,0.11398920900993974,0.079203086294702,-0.0011556796000496215,3.8407323140918424e-09,5.448946736236054e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2042,0.1248122811579178,0.079211447265554,-0.0013019735068917284,4.0544350983316015e-09,5.3363410327535805e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2043,0.1326801517082822,0.079219808236406,-0.0014229148365250133,4.209540902163264e-09,5.252151090865909e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2044,0.13735300141913018,0.07922816920725799,-0.0015132641008756425,4.30135813051025e-09,5.186050463041807e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2045,0.13895346217644794,0.07923653017811,-0.0015716003785665091,4.3323678395198286e-09,5.130558956326403e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2046,0.13799578633912926,0.07959813210040399,-0.0016000615512615233,4.319877137765434e-09,5.081078934752332e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2047,0.1350690521955292,0.07995973402269799,-0.00160458206418104,4.268484083080923e-09,5.0343351605977296e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2048,0.13095841705771596,0.080321335944992,-0.0015930312562147783,4.1937344349298635e-09,4.98861063560382e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2049,0.12646645832096143,0.080682937867286,-0.001574389648510013,4.111500130794748e-09,4.943361489007106e-09
"EF v3.1, human toxicity: non-carcinogenic, inorganics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2050,0.1223226715157306,0.08104453978958,-0.0015576211147619679,4.036191803810973e-09,4.898857532214361e-09
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2026,0.006939580277804,0.000326322886164704,-0.0,1.4531806327937407e-09,1.4531806327937407e-09
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2027,0.00692971354754822,0.0006493281494434358,-4.98345300979742e-09,7.579405807863273e-10,9.89694788611904e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2028,0.00691984494513513,0.0009687234233874305,-5.727732676911068e-08,5.261109600245344e-10,7.579454300759279e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2029,0.006909974470564732,0.0012837296966870316,-2.4013992485234693e-07,4.1026225991919466e-10,6.189740178291234e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2030,0.006900102123837026,0.001592956427470943,-6.649629173496471e-07,3.4093215752922344e-10,5.264742822576619e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2031,0.006894933754506369,0.0019017491530165145,-1.4636843109042544e-06,2.953888640072386e-10,4.607252733598914e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2032,0.006889764297036223,0.0022023128175750963,-2.778954832417735e-06,2.632754001721004e-10,4.1174495587078183e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2033,0.006884593751426593,0.002491172263259807,-4.750262964715192e-06,2.396621362516985e-10,3.740019386501621e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2034,0.006879422117677477,0.00276436286015594,-7.4954451445329e-06,2.21813620565965e-10,3.441822234509025e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2035,0.0068742493957888754,0.003017701069463425,-1.1088817859616055e-05,2.080885783231446e-10,3.201769034714538e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2036,0.005279815159692193,0.003183516602059785,-1.5532392197264763e-05,1.6895598739109427e-10,2.9648950248544465e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2037,0.0024006193089125953,0.003189430137920492,-2.075277593092806e-05,1.113859334180432e-10,2.7142138372481857e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2038,0.0030320610745718495,0.0031953436737812003,-2.6570261371352175e-05,1.2401668973963396e-10,2.5383976551124685e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2039,0.003681219423857356,0.003201257209641908,-3.269447045248588e-05,1.3699564326093556e-10,2.413883765412935e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2040,0.004306441474819555,0.0032071707455026154,-3.875678584627718e-05,1.4949710868951784e-10,2.325390831036007e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2041,0.004866958500890159,0.00321746241522066,-4.436469833637872e-05,1.608011243554888e-10,2.2623744809723008e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2042,0.0053256422759988264,0.0032277540849387043,-4.916292475506349e-05,1.7008466872364937e-10,2.2170315591064064e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2043,0.005657721727384575,0.003238045754656749,-5.288467407364743e-05,1.7685765615935354e-10,2.183524818066126e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2044,0.0058532209124162946,0.0032483374243747936,-5.539159753258264e-05,1.809233347851701e-10,2.157503484082832e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2045,0.005917625218386211,0.003258629094092838,-5.668873953377118e-05,1.8239131145890555e-10,2.1358192753161278e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2046,0.005869951399295877,0.003268666298396875,-5.690151793624267e-05,1.816343235951302e-10,2.1163200328781633e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2047,0.005738728094790961,0.003278703502700911,-5.6284572908793463e-05,1.7922294049166154e-10,2.097677016511646e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2048,0.005557568795506432,0.0032887407070049473,-5.5142768683630414e-05,1.75823334676555e-10,2.0792129585024186e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2049,0.005360668350511525,0.0032987779113089833,-5.380212898621416e-05,1.7211288265668585e-10,2.0607397999995044e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,BAU,2050,0.005178967790869056,0.00330881511561302,-5.25712733475606e-05,1.687042326626903e-10,2.0424069384853582e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2026,0.006939580277804,0.000326322886164704,-0.0,1.4531806327937407e-09,1.4531806327937407e-09
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2027,0.00692979935623244,0.0006493281494434358,-5.061318474210898e-09,7.579491542857064e-10,9.897005041853752e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2028,0.006920014690346261,0.0009687234233874305,-5.903285789805015e-08,5.261221638132845e-10,7.579538892532351e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2029,0.006910226280145466,0.0012837296966870316,-2.5097202024140487e-07,4.102743261182281e-10,6.18983918758423e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2030,0.006900434125630052,0.001592956427470943,-7.042147183127187e-07,3.4094391015059827e-10,5.264847992130057e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2031,0.006895346036398936,0.0019017491530165145,-1.5699159700947276e-06,2.9539914275396134e-10,4.6073572253951465e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2032,0.006890255770888847,0.0022023128175750963,-3.0170870297207346e-06,2.632827383212635e-10,4.11754633313978e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2033,0.006885163329099787,0.002491172263259807,-5.217632868184291e-06,2.3966475019805004e-10,3.7401006685280285e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2034,0.006880068711031754,0.00276436286015594,-8.325103906419387e-06,2.2180940666177245e-10,3.4418793334630815e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2035,0.00687497191668475,0.003017701069463425,-1.24484172011234e-05,2.080751616037569e-10,3.2017923965673643e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2036,0.0052804302243123335,0.003183516602059785,-1.7618818318282724e-05,1.689265601610767e-10,2.964868632164423e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2037,0.0024009261645175865,0.003189430137920492,-2.37769015264373e-05,1.1133158801823282e-10,2.714117420223446e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2038,0.003032482819577592,0.0031953436737812003,-3.0736621180529064e-05,1.2394179744356525e-10,2.5382234107815713e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2039,0.0036817727422367584,0.003201257209641908,-3.8173786756094445e-05,1.3689712330245144e-10,2.413623102363581e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2040,0.004307136807258869,0.0032071707455026154,-4.565905079359484e-05,1.4937297003935776e-10,2.32503572256422e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2041,0.004867800147180583,0.00321746241522066,-5.272655681181e-05,1.6065072011178866e-10,2.2619184473749376e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2042,0.005326624266788563,0.0032277540849387043,-5.892752979064026e-05,1.6990901643873252e-10,2.216470512038312e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2043,0.005658829729519257,0.003238045754656749,-6.391178987063567e-05,1.766592738861074e-10,2.1828574669630473e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2044,0.00585443416741396,0.0032483374243747936,-6.747662110386966e-05,1.8070589941369764e-10,2.1567313637787644e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2045,0.00591891947449798,0.003258629094092838,-6.959171037832896e-05,1.821591371642498e-10,2.134946425662648e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2046,0.00587130408894445,0.003268666298396875,-7.038015364258124e-05,1.8139180467397486e-10,2.1153524360710345e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2047,0.005740117992181372,0.003278703502700911,-7.01268989959083e-05,1.789738919177275e-10,2.0966218169143153e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2048,0.0055589802571796056,0.0032887407070049473,-6.919270263466143e-05,1.7557056523099784e-10,2.0780776624622788e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2049,0.005362093044973431,0.0032987779113089833,-6.797657434305174e-05,1.7185788763878727e-10,2.0595315235399518e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Moderate,2050,0.005180405405374923,0.00330881511561302,-6.686699940302706e-05,1.684470704316983e-10,2.0411317789654384e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2026,0.006939580277804,0.000326322886164704,-0.0,1.4531806327937407e-09,1.4531806327937407e-09
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2027,0.006929885164916659,0.0006493281494434358,-5.12361084574168e-09,7.579577293424708e-10,9.897062207970863e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2028,0.006920184435557392,0.0009687234233874305,-6.04372828012017e-08,5.261333910184731e-10,7.579623606558272e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2029,0.006910478089726199,0.0012837296966870316,-2.5963769655265117e-07,4.1028650079396725e-10,6.189938703853784e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2030,0.006900766127423079,0.001592956427470943,-7.356161590831762e-07,3.409559779293207e-10,5.264954548471875e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2031,0.006895758318291504,0.0019017491530165145,-1.6549012974471072e-06,2.9541013506218464e-10,4.60746473965048e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2032,0.006890747244741471,0.0022023128175750963,-3.2075927875631365e-06,2.6329145599057086e-10,4.117648802366518e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2033,0.006885732906772982,0.002491172263259807,-5.591528790959571e-06,2.3966975472558185e-10,3.740191639581354e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2034,0.006880715304386031,0.00276436286015594,-8.988830915928577e-06,2.2180901226950274e-10,3.4419517069158234e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2035,0.006875694437580626,0.003017701069463425,-1.3536096674329278e-05,2.080674714516294e-10,3.2018384396685844e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2036,0.005281045288932474,0.003183516602059785,-1.9287959215097092e-05,1.689054786355432e-10,2.964874440706522e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2037,0.0024012330201225772,0.003189430137920492,-2.619620200284469e-05,1.1128933912080448e-10,2.714065225491704e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2038,0.003032904564583335,0.0031953436737812003,-3.406970902787055e-05,1.238835705867333e-10,2.5381079917686494e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2039,0.003682326060616161,0.003201257209641908,-4.255723979898128e-05,1.3682052060918175e-10,2.413438351901888e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2040,0.004307832139698184,0.0032071707455026154,-5.118086275144895e-05,1.49276440448987e-10,2.3247758041804892e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2041,0.004868641793471007,0.00321746241522066,-5.9416043592155e-05,1.6053376330199022e-10,2.2615786231703151e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2042,0.0053276062575782985,0.0032277540849387043,-6.673921381910166e-05,1.6977242257395802e-10,2.2160478299101125e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2043,0.005659937731653939,0.003238045754656749,-7.273348250822628e-05,1.7650500007604923e-10,2.1823510987891456e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2044,0.005855647422411623,0.0032483374243747936,-7.714463996089927e-05,1.8053680413651036e-10,2.1561426414132543e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2045,0.0059202137306097495,0.003258629094092838,-7.991408705397517e-05,1.8197857475297224e-10,2.134278601638489e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2046,0.005872656778593024,0.003268666298396875,-8.11630622076521e-05,1.8120320029564491e-10,2.1146102579185553e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2047,0.005741507889571784,0.003278703502700911,-8.120075986560015e-05,1.7878021264814191e-10,2.095810919655011e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2048,0.005560391718852778,0.0032887407070049473,-8.043264979548622e-05,1.7537399552124476e-10,2.0772039497991167e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2049,0.0053635177394353376,0.0032987779113089833,-7.931613062852182e-05,1.7165959040231598e-10,2.058600585413665e-10
"EF v3.1, human toxicity: non-carcinogenic, organics, comparative toxic unit for human (CTUh)",RCP26,Aggressive,2050,0.005181843019880788,0.00330881511561302,-7.830358024740022e-05,1.6824709110492817e-10,2.0401484049125466e-10
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2026,224348.29722827428,176356.0379210371,0.0,0.08014086702986227,0.08014086702986227
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2027,216699.23011968244,328023.470965144,0.07911952115021403,0.054474930786139256,0.0630305206217524
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2028,209050.31852806293,454868.39620188455,0.7027391844196562,0.044278987259516685,0.05365647528133114
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2029,201401.56245341568,556588.0659881618,2.093678087042197,0.037954080945457006,0.04738011765513676
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2030,193752.96189574077,632750.8194676206,3.4719977173009426,0.033180621949405575,0.042656190126341156
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2031,189753.0806032651,718530.7603943804,4.715982829230136,0.030505018491086004,0.039198907974946635
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2032,185753.3105388693,789278.50693366,3.5389460280082394,0.02824231520745784,0.03648096552359809
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2033,181753.6517025533,844252.1543694247,-2.9767033343410243,0.026239848102015975,0.03423477574092964
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2034,177754.10409431712,882827.2440633904,-18.59361932797309,0.024412639701572772,0.03231023052596797
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2035,173754.66771416078,904627.5210735736,-47.57897103332148,0.022709468457400267,0.030616768900436752
"EF v3.1, ionising radiation: human health, human exposure efficiency relative to u235",RCP26,BAU,2036,129891.23527392533,879880.4756800863,-92.07474585036366,0.020193592724163226,0.028984071783961108
